variable name,title,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
dspstn,Disposition,title,dspstn,Disposition,0b62d271-3c2a-45b5-90ca-c1ab035617dc,DischrgDispositionTyp,Discharge disposition type,Unique Data Element,Type of discharge disposition.,Type of discharge disposition.,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Against Medical Advice|Another Acute Care Facility|Death|Home|Home with Services|Inpatient Rehabilitation Facility|Nursing Home|Other, specify|Residential Facility|Skilled Nursing Facility","Against Medical Advice|Another Acute Care Facility|Death|Home|Home with Services|Inpatient Rehabilitation Facility|Nursing Home|Other, specify|Residential Facility|Skilled Nursing Facility",,,,,6/12/2015,5/10/2017,0.68853676
dspstn,Disposition,title,dspstn,Disposition,464e2dcb-30db-4807-b3a7-4396d0b9f25d,TBIDisposition1,TBI Disposition 1,Unique Data Element,TBI Disposition 1,TBI Disposition 1,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 1,1/26/2021,9/23/2021,0.58378214
dspstn,Disposition,title,dspstn,Disposition,b71a0bb9-4dce-4a43-8115-9ceb9644f0b6,DischrgDispositionTypOTH,Discharge disposition type other text,Unique Data Element,"The free-text related to ""DischrgDispositionTyp"" specifying other text","The free-text related to ""DischrgDispositionTyp"" specifying other text",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/12/2015,5/10/2017,0.5337734
dspstn,Disposition,title,dspstn,Disposition,9a696473-898f-4424-a202-fd29c90a29c0,TBIDisposition4,TBI Disposition 4,Unique Data Element,TBI Disposition 4,TBI Disposition 4,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 4,1/26/2021,9/23/2021,0.5097989
dspstn,Disposition,title,dspstn,Disposition,079894fe-d1ae-449e-98a1-1ef7c08406f6,TBIDisposition3,TBI Disposition 3,Unique Data Element,TBI Disposition 3,TBI Disposition 3,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 3,1/26/2021,9/23/2021,0.50916076
dspstn,Disposition,title,dspstn,Disposition,9e0e69a6-106b-4178-85d7-52b0daa33c1b,TBIDisposition7,TBI Disposition 7,Unique Data Element,TBI Disposition 7,TBI Disposition 7,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 7,1/26/2021,9/23/2021,0.47612315
dspstn,Disposition,title,dspstn,Disposition,a678a19d-e679-4c93-bff6-188c9eac7e8d,DischargedToTyp,Discharged to type,Unique Data Element,The type of place the subject was discharged to from the hospital ward.,The type of place the subject was discharged to from the hospital ward.,Alphanumeric,Single Pre-Defined Value Selected,,,,,Home|LTAC|Nursing home|Other|Other hospital|Rehab unit|SNF,Home|Long Term Acute Care|Nursing home|Other|Other hospital|Rehab unit|Skilled Nursing Facility,,,,Where was the subject discharged to?,7/19/2017,12/11/2017,0.28308937
dspstn,Disposition,title,dspstn,Disposition,f84c3615-82f6-49ba-a497-4f8e1872cb8d,TILPosition,Position,Unique Data Element,Position,Position,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Head elevation for ICP control|Nursed flat (180 degrees) for CPP management,Head elevation for ICP control|Nursed flat (180 degrees) for CPP management,,,, Position (check one if applicable) ,12/2/2020,10/4/2021,0.1488014
dspstn,Disposition,title,dspstn,Disposition,4e402e36-b827-447d-9f7b-95a0cf42b1cd,OrientPlaceReslt,Orientation place result,Common Data Element,Result of how the participant/subject responded to questions about his/her current location,Result of how the participant/subject responded to questions about his/her current location,Alphanumeric,Single Pre-Defined Value Selected,,,,,Abnormal|Normal,Abnormal|Normal,,,,Orientation to place result,4/1/2014,6/22/2017,0.031354025
dspstn,Disposition,title,dspstn,Disposition,b86d32e8-5ffe-43c9-aab7-27fb62114f42,FacilityArrivalDate,Facility arrival date,Common Data Element,Date when patient arrived at facility,Date when patient arrived at facility,Date or Date & Time,Free-Form Entry,,,,,,,,,, Facility arrival date,8/4/2014,7/13/2017,0.012163499
disposition,disposition,title,disposition,disposition,0b62d271-3c2a-45b5-90ca-c1ab035617dc,DischrgDispositionTyp,Discharge disposition type,Unique Data Element,Type of discharge disposition.,Type of discharge disposition.,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,"Against Medical Advice|Another Acute Care Facility|Death|Home|Home with Services|Inpatient Rehabilitation Facility|Nursing Home|Other, specify|Residential Facility|Skilled Nursing Facility","Against Medical Advice|Another Acute Care Facility|Death|Home|Home with Services|Inpatient Rehabilitation Facility|Nursing Home|Other, specify|Residential Facility|Skilled Nursing Facility",,,,,6/12/2015,5/10/2017,0.7516815
disposition,disposition,title,disposition,disposition,464e2dcb-30db-4807-b3a7-4396d0b9f25d,TBIDisposition1,TBI Disposition 1,Unique Data Element,TBI Disposition 1,TBI Disposition 1,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 1,1/26/2021,9/23/2021,0.5756869
disposition,disposition,title,disposition,disposition,b71a0bb9-4dce-4a43-8115-9ceb9644f0b6,DischrgDispositionTypOTH,Discharge disposition type other text,Unique Data Element,"The free-text related to ""DischrgDispositionTyp"" specifying other text","The free-text related to ""DischrgDispositionTyp"" specifying other text",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/12/2015,5/10/2017,0.5344539
disposition,disposition,title,disposition,disposition,079894fe-d1ae-449e-98a1-1ef7c08406f6,TBIDisposition3,TBI Disposition 3,Unique Data Element,TBI Disposition 3,TBI Disposition 3,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 3,1/26/2021,9/23/2021,0.5060994
disposition,disposition,title,disposition,disposition,9a696473-898f-4424-a202-fd29c90a29c0,TBIDisposition4,TBI Disposition 4,Unique Data Element,TBI Disposition 4,TBI Disposition 4,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 4,1/26/2021,9/23/2021,0.5042925
disposition,disposition,title,disposition,disposition,9e0e69a6-106b-4178-85d7-52b0daa33c1b,TBIDisposition7,TBI Disposition 7,Unique Data Element,TBI Disposition 7,TBI Disposition 7,Alphanumeric,Single Pre-Defined Value Selected,,,,,ED|Hospital Admit|No Hospital,ED|Hospital Admit|No Hospital,,,,TBI Disposition 7,1/26/2021,9/23/2021,0.47213045
disposition,disposition,title,disposition,disposition,a678a19d-e679-4c93-bff6-188c9eac7e8d,DischargedToTyp,Discharged to type,Unique Data Element,The type of place the subject was discharged to from the hospital ward.,The type of place the subject was discharged to from the hospital ward.,Alphanumeric,Single Pre-Defined Value Selected,,,,,Home|LTAC|Nursing home|Other|Other hospital|Rehab unit|SNF,Home|Long Term Acute Care|Nursing home|Other|Other hospital|Rehab unit|Skilled Nursing Facility,,,,Where was the subject discharged to?,7/19/2017,12/11/2017,0.2518039
disposition,disposition,title,disposition,disposition,f84c3615-82f6-49ba-a497-4f8e1872cb8d,TILPosition,Position,Unique Data Element,Position,Position,Alphanumeric,Multiple Pre-Defined Values Selected,,,,,Head elevation for ICP control|Nursed flat (180 degrees) for CPP management,Head elevation for ICP control|Nursed flat (180 degrees) for CPP management,,,, Position (check one if applicable) ,12/2/2020,10/4/2021,0.11443727
disposition,disposition,title,disposition,disposition,4e402e36-b827-447d-9f7b-95a0cf42b1cd,OrientPlaceReslt,Orientation place result,Common Data Element,Result of how the participant/subject responded to questions about his/her current location,Result of how the participant/subject responded to questions about his/her current location,Alphanumeric,Single Pre-Defined Value Selected,,,,,Abnormal|Normal,Abnormal|Normal,,,,Orientation to place result,4/1/2014,6/22/2017,0.028136866
disposition,disposition,title,disposition,disposition,b86d32e8-5ffe-43c9-aab7-27fb62114f42,FacilityArrivalDate,Facility arrival date,Common Data Element,Date when patient arrived at facility,Date when patient arrived at facility,Date or Date & Time,Free-Form Entry,,,,,,,,,, Facility arrival date,8/4/2014,7/13/2017,0.007096882
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,3722a51b-2d99-433b-9f81-87f328132390,WgtMeasr,Weight measurement,Common Data Element,Measurement of participant's/subject's weight,Measurement of participant's/subject's weight,Numeric Values,Free-Form Entry,0,1000,C0005910|C0242485,Body Weight|Measurement,,,,,Kilogram,Weight measurement,4/1/2014,7/13/2023,0.97384256
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,16c4990d-38ad-4680-ab88-aca5326b21e9,WgtUoM,Weight unit of measure,Common Data Element,Unit of measure for the weight numerical value,Unit of measure for the weight numerical value,Alphanumeric,Single Pre-Defined Value Selected,,,C0242485|C1519795|C0005910,Measurement|Unit of Measure|Body Weight,Kilograms|Pounds,Kilograms|Pounds,,,,Weight measurement unit of measure,4/1/2014,7/21/2023,0.9093236
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,92728223-2aff-4103-8329-932b02d69f78,WgtMeasrMethdTyp,Weight measurement method type,Common Data Element,Type of method use to measure the participant's/subject's body weight,Type of method use to measure the participant's/subject's body weight,Alphanumeric,Single Pre-Defined Value Selected,,,,,Measured|Self-reported,Measured|Self-reported,,,,Weight: Measurement Type,4/1/2014,10/13/2015,0.83039796
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,fd1cb57c-41a1-4b2b-a02c-601daf803f25,WgtMeasrMethodTyp,Weight measurement method type,Unique Data Element,Type of method use to measure the subject's body weight.,Type of method use to measure the subject's body weight.,Alphanumeric,Single Pre-Defined Value Selected,,,,,Estimated|Measured|Stated by family,Estimated|Measured|Stated by family,,,,,7/1/2015,4/4/2016,0.83039796
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,ddde903b-a556-4bd3-8683-7dd5dcd76f9f,BrainWgtMeasr,Brain weight measurement,Common Data Element,Weight of the participant's/subject's brain in grams,Weight of the participant's/subject's brain in grams,Numeric Values,Free-Form Entry,0,2500,,,,,,,Gram,Record brain weight,,8/22/2019,0.72783273
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,286558ec-169d-4ca3-a1db-4350bca084a2,WardAdmWgtMeasMethodTyp,Ward admission weight measurement method type at admission,Unique Data Element,The means/method by which the subject's weight was measured at admission to a hospital ward.,The means/method by which the subject's weight was measured at admission to a hospital ward.,Alphanumeric,Single Pre-Defined Value Selected,,,,,Estimated/Self reported|Measured,Estimated/Self reported|Measured,,,,How was the subject's weight measured at time of admission to the hospital ward?,7/19/2017,12/11/2017,0.65496624
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,a958f5a3-997b-4e87-8291-326162f73aea,WardLstRcWgtMeasMethodTyp,Ward last recorded weight measurement method type,Unique Data Element,The means/method by which the subject's weight was measured and recorded at a hospital ward.,The means/method by which the subject's weight was measured and recorded at a hospital ward.,Alphanumeric,Single Pre-Defined Value Selected,,,,,Estimated/Self reported|Measured,Estimated/Self reported|Measured,,,,How was the subject's weight measured at time of the last recording at the hospital ward?,7/19/2017,12/11/2017,0.6135514
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,5a3b9d03-3441-4a41-b733-c71a303c55ad,WstCircumfMeasrUnit,Waist circumference measurement unit of measure,Common Data Element,Units used to calculate waist participant/subject's hip circumference,Units used to calculate waist participant/subject's hip circumference,Alphanumeric,Single Pre-Defined Value Selected,,,C0455829|C0242485,Waist Circumference|Measurement,Centimeters|Inches,Centimeters(cm)|Inches (in),,,,Waist circumference measurement unit of measure,4/1/2014,7/21/2023,0.35046348
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,00d32331-8974-420d-93e0-84d937af5fc6,WgtHgtRatioVal,Weight to height ratio value,Common Data Element,Ratio of participant/subject's weight to height,Ratio of participant/subject's weight to height,Numeric Values,Free-Form Entry,,,C0005910/C0005890|C0456603,Body Weight/Body Height|Ratio,,,,,,Weight-height ratio,4/1/2014,7/21/2023,0.29367238
WgtMeasr,Weight Measurement,title,WgtMeasr,Weight Measurement,18de925c-4537-46d3-a02e-618e7845be9d,WaitCirMeasr,Waist circumference measurement,Common Data Element,"A measurement of the body circumference at the level of the waist.  It should be the smallest circumference of the natural waist, usually just above the belly button.","A measurement of the body circumference at the level of the waist.  It should be the smallest circumference of the natural waist, usually just above the belly button.",Numeric Values,Free-Form Entry,0,400,C0455829|C0242485,Waist Circumference|Measurement,,,,,Centimeter,Waist circumference measurement,4/1/2014,7/21/2023,0.27027923
WBC,WBC,title,WBC,WBC,dbf5d4b1-9a62-4d06-ac05-bf79149b9ac7,TotalWBCMeasr,Total WBC measure,Unique Data Element,The subject's total WBC measure,The subject's total WBC measure,Numeric Values,Free-Form Entry,1.7,50.7,,,,,,,Billion per liter,The subject's total WBC,5/19/2015,8/13/2015,0.822506
WBC,WBC,title,WBC,WBC,becd4fbb-83e7-475d-b10f-952c98be80ba,SampCollBloodCellCountUoM,Sample collection white blood cells (WBC) and red blood cells (RBC) unit of measure,Unique Data Element,RBC and WBC count unit of measure,RBC and WBC count unit of measure,Alphanumeric,Free-Form Entry,,,,,"Other, specify|per cubic millimeter|per liter|per microliter","Other, specify|per cubic millimeter|per liter|per microliter",,,,,4/1/2014,4/1/2014,0.5688801
WBC,WBC,title,WBC,WBC,29d121b9-3af2-47b8-b96d-2a6080216217,TtlCellsNum,Total cells count,Unique Data Element,Total cell count in scientific notation,Total cell count in scientific notation,Alphanumeric,Free-Form Entry,,,,,,,,,,What is the cell count?,6/11/2015,3/8/2017,0.09236653
WBC,WBC,title,WBC,WBC,616451db-ea17-453d-b0af-2d7022deb7ff,BTACTDigBackCompletionCode,BTACT Digit Backward Completion Code,Unique Data Element,Digit Backward Completion Code,Digit Backward Completion Code,Alphanumeric,Free-Form Entry,,,,,,,,,,,9/1/2020,3/22/2021,0.044015188
WBC,WBC,title,WBC,WBC,43dae70e-6794-49d9-b3c5-0d5f5541b50a,HCTMeasr,HCT measure,Unique Data Element,The subject's measured HCT level,The subject's measured HCT level,Numeric Values,Free-Form Entry,6.2,54.2,,,,,,,,The subject's HCT level,5/19/2015,8/13/2015,0.028266137
WBC,WBC,title,WBC,WBC,29ee9296-bb44-4f32-ac7e-07b0bdf5acaf,PercentConcentrationNum,Percent concentration number,Unique Data Element,Number representing percent concentration,Number representing percent concentration,Numeric Values,Free-Form Entry,0,,,,,,,,,"If Yes, %Concentration",9/8/2017,2/21/2018,0.022344455
WBC,WBC,title,WBC,WBC,66277778-b0d3-4654-b82c-8cce0be71808,DLOtherWbc,Daily Lab Other White Blood Count,Unique Data Element,Daily Lab Other White Blood Count,Daily Lab Other White Blood Count,Alphanumeric,Free-Form Entry,,,,,,,,,,Daily Lab Other White Blood Count,3/4/2021,8/20/2021,0.016352832
WBC,WBC,title,WBC,WBC,d5cf727c-71c3-47df-81d8-c86bd8258eb4,Heterozygotect,Heterzygote Count,Unique Data Element,Heterozygote count,Heterozygote count,Numeric Values,Free-Form Entry,0,,,,,,,,,Heterzygote count,7/22/2019,7/23/2019,0.016241217
WBC,WBC,title,WBC,WBC,11eb685a-3f3a-4448-8df5-6558cdc561dd,BirthWgtVal,Birth weight value,Common Data Element,Birth weight according to the participant's/subject's medical report or reported by the parent or legal guardian,Birth weight according to the participant's/subject's medical report or reported by the parent or legal guardian,Numeric Values,Free-Form Entry,0,9000,C0005612,Birth Weight,,,,,Gram,Birth weight,,7/5/2023,0.014238399
WBC,WBC,title,WBC,WBC,4a8c2250-4270-475d-bc00-6abbabf1a851,LowWBCMeasr,Lowest white blood count measurement,Unique Data Element,Measurement for lowest white blood count,Measurement for lowest white blood count,Numeric Values,Free-Form Entry,0,59.6,,,,,,,,Hematology lowest WBC (x103/�L),9/8/2017,9/27/2017,0.010977398
