variable name,title,definition,permissible values,permissible value descriptions,preferred question text,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,8088ad40-75d2-4f81-8ade-007149ce2459,EmrServTmInjScnDur,Emergency service time injury scene duration,Common Data Element,Duration of time between arrival and departure of emergency services.,Duration of time between arrival and departure of emergency services.,Numeric Values,Free-Form Entry,,,,,,,,,,Duration (in minutes) of the emergency services provided at the scene of injury,,6/22/2017,0.31037703
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,1212d4fe-6570-46d4-a8b4-220175ec4a21,HoursPstInjPlaneTakeOffIntg,Hours post-injury airplane took off integer,Unique Data Element,Indicates how many hours after the injury was sustained the airplane took off,Indicates how many hours after the injury was sustained the airplane took off,Numeric Values,Free-Form Entry,0,100,,,,,,,Hour,,5/16/2016,6/28/2016,0.19741715
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,a55afc0e-79d6-4fda-8041-312ed9781d23,HrsBetInjArrRefHospCt,Hours between injury and arrival at referring hospital count,Unique Data Element,Hours between injury and arrival at Referring Hospital,Hours between injury and arrival at Referring Hospital,Numeric Values,Free-Form Entry,,,,,,,,,Hour,Hours between Injury and arrival at Referring Hospital,,2/23/2015,0.1798027
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,984e1bef-2120-4f6f-9713-eeca72e9c21a,AvgNmHrDyRespitCareRcvCat,Average number of hours per day respite care received category,Unique Data Element,Category of average number of hours per day participant received respite care,Category of average number of hours per day participant received respite care,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,,,Hour,How many hours per day on average of the following formal care giving did you receive: Respite care?,8/13/2015,12/14/2015,0.15737662
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,894cba1d-ba70-4fc3-8060-b0d08a5d8ef0,EmrServRespTmDur,Emergency service response time duration,Common Data Element,Duration of time between injury and arrival of emergency services.,Duration of time between injury and arrival of emergency services.,Numeric Values,Free-Form Entry,,,,,,,,,,Emergency services response time duration,4/1/2014,6/22/2017,0.15206537
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,799e5637-2410-44a1-83ac-c65a65f1ccad,InitialEDHospLOSDur,Initial emergency department and/or hospital length of stay duration,Unique Data Element,Duration of initial emergency department and/or hospital length of stay,Duration of initial emergency department and/or hospital length of stay,Numeric Values,Free-Form Entry,0,365,,,,,,,Day,,6/11/2015,7/13/2017,0.14067069
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,37d18779-1a88-4cc4-b5d5-5fff5ef9df95,PASEWalkOutsPastWKAvDlyHrDur,Physical Activity Scale for the Elderly (PASE) - Walk outside past week average daily hour duration,Unique Data Element,"Duration of the average hours per day of walking outdoors, in the past 7 days, as part of the Physical Activity Scale for the Elderly (PASE)","Duration of the average hours per day of walking outdoors, in the past 7 days, as part of the Physical Activity Scale for the Elderly (PASE)",Alphanumeric,Free-Form Entry,,,,,,,,,Hour,"On average, how many hours per day did you spend walking?",9/28/2016,6/14/2017,0.13829537
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,1603f117-5b85-4dcf-82a4-1f464bcd865a,TotalHrsAirplnTrvlPstInjIntrvl,Total hours airplane travel post-injury interval,Unique Data Element,Indicates how many hours the athlete traveled by airplane post-injury,Indicates how many hours the athlete traveled by airplane post-injury,Numeric Values,Free-Form Entry,0,100,,,,,,,Hour,,5/16/2016,6/28/2016,0.12338093
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,c890d47a-99dc-4ea3-ae7e-7a5837587ee8,CHARTSFUnpdPhysAssstncHrVal,Craig Handicap and Assessment Reporting Technique (CHART-SF) - Unpaid physical assistance hour value,Common Data Element,"Number of unpaid physical assistance hours the subjects needs in a typical day, as part of the Craig Handicap and Assessment Reporting Technique (CHART-SF)","Number of unpaid physical assistance hours the subjects needs in a typical day, as part of the Craig Handicap and Assessment Reporting Technique (CHART-SF)",Numeric Values,Free-Form Entry,0,24,,,,,,,Hour,"How many hours in a typical 24-hour day do you have someone with you to provide physical assistance for personal care activities such as eating, bathing, dressing, toileting and mobility? (hours unpaid - family, others)",,5/23/2016,0.11479264
ft2fly2,Fit to Fly Assessment #2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{6,4,5,2,3,1}","{""n/a no assessment available"",agree,""strongly agree"",disagree,unsure,""strongly disagree""}",,definition,ft2fly2,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,90216dbc-537e-4493-99d5-1054622b7120,AvgNmHrDyHomHlthAidRcvCat,Average number of hours per day home health aide received category,Unique Data Element,Category of average number of hours per day participant received home health aide,Category of average number of hours per day participant received home health aide,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,,,Hour,How many hours per day on average of the following formal care giving did you receive: Home health aides?,8/13/2015,12/14/2015,0.025374802
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,1085738c-eb74-4ab6-bcec-696e6237c01e,AssessmentStartTime,Assessment start time,Unique Data Element,The time that the assessment or exam started,The time that the assessment or exam started,Alphanumeric,Free-Form Entry,,,,,,,,,,,2/16/2016,3/22/2016,0.20856957
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,640a3790-2693-4560-a977-513085a1e7e5,TimeOfAssessmentProcedure,Time of assessment/procedure,Unique Data Element,The time of the assessment or procedure,The time of the assessment or procedure,Alphanumeric,Free-Form Entry,,,,,,,,,,,3/10/2015,3/17/2015,0.14846867
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,51029dd2-9e2f-4a83-9007-5fc82a722bea,FADShwIntrstAchvSmthngPrsnlInd,Family Assessment Device (FAD) - Show interest achieve something personally indicator,Common Data Element,"Indicator reflecting the participant/subject's agreement with the statement that his or her family members only show interest in each other when they are able to get something out of it personally, as part of the Family Assessment Device (FAD)","Indicator reflecting the participant/subject's agreement with the statement that his or her family members only show interest in each other when they are able to get something out of it personally, as part of the Family Assessment Device (FAD)",Alphanumeric,Single Pre-Defined Value Selected,,,,,A|D|SA|SD,agree|disagree|strongly agree|strongly disagree,,,,We show interest in each other when we can get something out of it personally,4/1/2014,2/23/2016,0.10497241
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,3a7d7a17-67ab-49ad-949b-47ac3530cfbb,IMPACTTimofAssemnt,IMPACT Time of Assessment,Unique Data Element,International Mission for Prognosis and Analysis of Clinical Trials (IMPACT) in Traumatic Brian Injury (TBI) -  Time of Assessment,International Mission for Prognosis and Analysis of Clinical Trials (IMPACT) in Traumatic Brian Injury (TBI) -  Time of Assessment,Alphanumeric,Single Pre-Defined Value Selected,,,,,Admission|First Hopsital|Other|Post-stabilization|Scene of Accident,Admission|First Hopsital|Other|Post-stabilization|Scene of Accident,,,,,2/15/2016,4/14/2016,0.09624743
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,e15b8039-cd2f-401a-98c5-9b4445bab95f,FADFeelAcceptIndividualInd,Family Assessment Device (FAD) - Feel accept individual indicator,Common Data Element,"Indicator reflecting the participant/subject's agreement with the statement that his or her family members feel accepted for who they are, as part of the Family Assessment Device (FAD)","Indicator reflecting the participant/subject's agreement with the statement that his or her family members feel accepted for who they are, as part of the Family Assessment Device (FAD)",Alphanumeric,Single Pre-Defined Value Selected,,,,,A|D|SA|SD,agree|disagree|strongly agree|strongly disagree,,,,We feel accepted for what we are,4/1/2014,2/23/2016,0.08212785
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,1e912925-dcf6-4c91-9308-14adf123bfa8,FADIndividuallyAcceptInd,Family Assessment Device (FAD) - Individually accept indicator,Common Data Element,"Indicator reflecting the participant/subject's agreement with the statement that his or her family  accept each individual family member for who they are, as part of the Family Assessment Device (FAD)","Indicator reflecting the participant/subject's agreement with the statement that his or her family  accept each individual family member for who they are, as part of the Family Assessment Device (FAD)",Alphanumeric,Single Pre-Defined Value Selected,,,,,A|D|SA|SD,agree|disagree|strongly agree|strongly disagree,,,,Individuals are accepted for what they are,4/1/2014,2/23/2016,0.06829344
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,f22b7a41-68d7-438a-bfb5-4b6135b23191,InitMonPlaceInd,Initial ADAPT Monitor Placement Indicator,Unique Data Element,Initial ICP monitor placement qualifying child for ADAPT enrollment indicator,Initial ICP monitor placement qualifying child for ADAPT enrollment indicator,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|1|-5,No|Yes|N/A,,,,,1/18/2017,3/7/2017,0.041562516
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,be4c3733-4711-4c62-9851-61ce8db87826,IFSArrScore,IFS Arrival Score,Unique Data Element,IFS Arrival Score,IFS Arrival Score,Alphanumeric,Free-Form Entry,,,,,,,,,,FIS Arrival Score,3/2/2021,9/7/2021,0.02143647
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,93641f14-6ab4-43f7-9c38-8647e09e5a62,VLIIGross_AdaptLvl,Gross Adapt Level,Unique Data Element,Gross Adapt Level,Gross Adapt Level,Alphanumeric,Free-Form Entry,,,,,,,,,,,12/1/2020,11/24/2021,0.014877516
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,title,ft2fly,Fit to Fly Assessment,243b3a7c-01a6-4b90-96c1-e7bdfb522eba,AirbagDplyInd,Airbag deploy indicator,Common Data Element,Indicator of an airbag deployed at the time of the participant's/subject's injury,Indicator of an airbag deployed at the time of the participant's/subject's injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Not applicable|Unknown|Yes,No|Not applicable|Unknown|Yes,,,,Airbag deployed indicator,,6/22/2017,0.011293813
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,8088ad40-75d2-4f81-8ade-007149ce2459,EmrServTmInjScnDur,Emergency service time injury scene duration,Common Data Element,Duration of time between arrival and departure of emergency services.,Duration of time between arrival and departure of emergency services.,Numeric Values,Free-Form Entry,,,,,,,,,,Duration (in minutes) of the emergency services provided at the scene of injury,,6/22/2017,0.31037703
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,1212d4fe-6570-46d4-a8b4-220175ec4a21,HoursPstInjPlaneTakeOffIntg,Hours post-injury airplane took off integer,Unique Data Element,Indicates how many hours after the injury was sustained the airplane took off,Indicates how many hours after the injury was sustained the airplane took off,Numeric Values,Free-Form Entry,0,100,,,,,,,Hour,,5/16/2016,6/28/2016,0.19741715
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,a55afc0e-79d6-4fda-8041-312ed9781d23,HrsBetInjArrRefHospCt,Hours between injury and arrival at referring hospital count,Unique Data Element,Hours between injury and arrival at Referring Hospital,Hours between injury and arrival at Referring Hospital,Numeric Values,Free-Form Entry,,,,,,,,,Hour,Hours between Injury and arrival at Referring Hospital,,2/23/2015,0.1798027
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,984e1bef-2120-4f6f-9713-eeca72e9c21a,AvgNmHrDyRespitCareRcvCat,Average number of hours per day respite care received category,Unique Data Element,Category of average number of hours per day participant received respite care,Category of average number of hours per day participant received respite care,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,,,Hour,How many hours per day on average of the following formal care giving did you receive: Respite care?,8/13/2015,12/14/2015,0.15737662
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,894cba1d-ba70-4fc3-8060-b0d08a5d8ef0,EmrServRespTmDur,Emergency service response time duration,Common Data Element,Duration of time between injury and arrival of emergency services.,Duration of time between injury and arrival of emergency services.,Numeric Values,Free-Form Entry,,,,,,,,,,Emergency services response time duration,4/1/2014,6/22/2017,0.15206537
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,799e5637-2410-44a1-83ac-c65a65f1ccad,InitialEDHospLOSDur,Initial emergency department and/or hospital length of stay duration,Unique Data Element,Duration of initial emergency department and/or hospital length of stay,Duration of initial emergency department and/or hospital length of stay,Numeric Values,Free-Form Entry,0,365,,,,,,,Day,,6/11/2015,7/13/2017,0.14067069
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,37d18779-1a88-4cc4-b5d5-5fff5ef9df95,PASEWalkOutsPastWKAvDlyHrDur,Physical Activity Scale for the Elderly (PASE) - Walk outside past week average daily hour duration,Unique Data Element,"Duration of the average hours per day of walking outdoors, in the past 7 days, as part of the Physical Activity Scale for the Elderly (PASE)","Duration of the average hours per day of walking outdoors, in the past 7 days, as part of the Physical Activity Scale for the Elderly (PASE)",Alphanumeric,Free-Form Entry,,,,,,,,,Hour,"On average, how many hours per day did you spend walking?",9/28/2016,6/14/2017,0.13829537
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,1603f117-5b85-4dcf-82a4-1f464bcd865a,TotalHrsAirplnTrvlPstInjIntrvl,Total hours airplane travel post-injury interval,Unique Data Element,Indicates how many hours the athlete traveled by airplane post-injury,Indicates how many hours the athlete traveled by airplane post-injury,Numeric Values,Free-Form Entry,0,100,,,,,,,Hour,,5/16/2016,6/28/2016,0.12338093
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,c890d47a-99dc-4ea3-ae7e-7a5837587ee8,CHARTSFUnpdPhysAssstncHrVal,Craig Handicap and Assessment Reporting Technique (CHART-SF) - Unpaid physical assistance hour value,Common Data Element,"Number of unpaid physical assistance hours the subjects needs in a typical day, as part of the Craig Handicap and Assessment Reporting Technique (CHART-SF)","Number of unpaid physical assistance hours the subjects needs in a typical day, as part of the Craig Handicap and Assessment Reporting Technique (CHART-SF)",Numeric Values,Free-Form Entry,0,24,,,,,,,Hour,"How many hours in a typical 24-hour day do you have someone with you to provide physical assistance for personal care activities such as eating, bathing, dressing, toileting and mobility? (hours unpaid - family, others)",,5/23/2016,0.11479264
ft2fly,Fit to Fly Assessment,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,"{2,1,3}","{no,yes,n/a}",,definition,ft2fly,Assessment of patients ability to endure a long distance air evacuation in last 6 hours,90216dbc-537e-4493-99d5-1054622b7120,AvgNmHrDyHomHlthAidRcvCat,Average number of hours per day home health aide received category,Unique Data Element,Category of average number of hours per day participant received home health aide,Category of average number of hours per day participant received home health aide,Alphanumeric,Single Pre-Defined Value Selected,,,,,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,0|12 or great|3-5.9|6-8.9|9-11.9|Less than 3,,,Hour,How many hours per day on average of the following formal care giving did you receive: Home health aides?,8/13/2015,12/14/2015,0.025374802
